Sr.,Taxpayer Name,Registration No.,Tax Paid
17164,HENGDA (PVT.) LIMITED,7329926,"7,089"
17165,HENGRUI SUPPLIERS (SMC-PRIVATE) LIMITED,8898825,-
17166,HENGZE BUILDING MATERIAL AND TRADING COMPANY (PVT.) LIMITED,7384713,-
17167,HENKEL INDUSTRIAL ADHESIVES PAKISTAN (PRIVATE) LIMITED,3361097,"124,473,639"
17168,HENNY'S (PRIVATE) LIMITED,2734927,-
17169,HENOZ DEVELOPERS (PVT.) LIMITED,7233738,-
17170,HEPCO (PRIVATE) LIMITED,804221,"3 06,454"
17171,HEPTA OCEAN CONGLOMERATE (PVT.) LIMITED,7251896,"234,150"
17172,HEPTA OCEAN TRAVEL & TOURS (PRIVATE) LIMITED,7999286,-
17173,HEPTAGON FUND PLC,5286301,-
17174,HEQU INTERNATIONAL PRIVATE LIMITED,4379621,"1 31,755"
17175,HER DIL AZIZ SEEDS COMPANY (PVT.) LIMITED,7276062,"38,725"
17176,HERA CHILDREN HOME,7598457,-
17177,HERALD ENTERTAINMENT (PVT.) LIMITED,2735986,"76,275"
17178,HERBAL LIFE (PRIVATE) LIMITED,1352372,-
17179,HERBALSCIENCE PAKISTAN (PVT.) LIMITED,7437072,"11,180,545"
17180,HERBASIAN INDUSTRIES PAKISTAN (SMC-PVT) LTD,3982978,-
17181,HERBASIAN LABORATORIES (PVT.) LIMITED,7259134,-
17182,HERBAX PAKISTAN (PRIVATE)LIMITED,4244507,-
17183,HERBICIDES PAKISTAN (PVT.) LIMITED,7881949,-
17184,HERBIEX INTERNATIONAL NUTRACEUTICALS (PRIVATE) LIMITED,7613790,-
17185,HERBION PAKISTAN (PRIVATE) LIMITED,823835,"5,763,312"
17186,HERBONTICS (PRIVATE) LIMITED,2661672,-
17187,HERCAREER (PRIVATE) LIMITED,4252519,-
17188,HERCULES AND HERCULES (PVT.) LIMITED,7120427,-
17189,HERCULES BOARDS (PRIVATE) LIMITED,1284638,-
17190,HERCULES CANVAS MILLS (PRIVATE) LIMITED,3138182,-
17191,HERCULES ENGINEERING (PRIVATE) LIMITED,4214041,-
17192,HERCULES ENTERPRISES LIMITED,7100531,"12,984,365"
17193,HERE ASSOCIATES PRIVATE LIMITED,4358401,-
17194,HERFLOOR (PRIVATE) LIMITED,7943207,450
17195,HERITAGE EDUCATION CONSULTANTS (PRIVATE) LIMITED,4402896,"23,348"
17196,HERITAGE FOUNDATION,3042151,-
17197,HERITAGE OIL AND GAS LIMITED,3426220,-
17198,HERMA INTERNATIONAL (PRIVATE) LIMITED,8899290,-
17199,HERMAIN TRAVELS (PRIVATE) LIMITED,1019369,"1,226,972"
17200,HERMES INVESTMENT FUNDS PUBLIC LIMITED COMPANY,3624946,-
17201,HERMEZ AND COMPANY (PRIVATE) LIMITED,2999176,-
17202,HERO BUILDERS DEVELOPERS (PRIVATE) LIMITED,4173522,"1 37,576"
17203,HERO MOTORS LIMITED,2271570,"9 37,706"
17204,HERO PAK ELECTRICAL INDUSTRIES (PRIVATE) LIMITED,2568481,"4,268,739"
17205,HERO TAMEER LIMITED,7469790,-
17206,HERO TEXTILE MILLS LIMITED,3912978,"1 24,689"
17207,HERRINGTON HOLDINGS (PRIVATE) LIMITED,2796448,-
17208,HERTZ ENGINEERING SOLUTIONS (PRIVATE) LIMITED,3600588,-
17209,HESCO EMPLOYEES PENSION FUND TRUST,7249031,-
17210,HESHENG CRESCENT MINING (PRIVATE) LIMITED,3967644,"1 84,592"
17211,HEURISTIC SOL (PVT.) LIMITED,7582203,-
17212,HEURIXTICS (PVT.) LIMITED,4342291,-
17213,HEWAD KAREGAR SERVICES (PRIVATE) LIMITED,7568066,-
17214,HEWAD MADINA HAJJ SERVICES (PRIVATE) LIMITED,2658488,-
17215,HEWAD SECURITY SERVICES (PRIVATE)LIMITED,3770783,"20,171"
17216,HEWLETT-PACKARD PAKISTAN (PRIVATE) LIMITED,2800869,"127,366,544"
17217,HEX PAK PHRMA (PRIVATE) LIMITED,1286863,-
17218,HEXA TECH (PVT.) LIMITED,7220229,"2 98,826"
17219,HEXON CHEMICALS (PRIVATE) LIMITED,1308600,"7,255,595"
17220,HEXTAR INDUSTRIES (PVT) LTD,3935068,"1,812,701"
17221,HF GLOBAL SERVICES (PRIVATE) LIMITED,4269545,"72,973"
17222,HFC HALAL FRIED CHIKS (PRIVATE) LIMITED,3110530,-
17223,HFK (PRIVATE) LIMITED,4049459,"1 90,324"
17224,HG PETRO MARKETING (PRIVATE) LIMITED,7930774,-
17225,HGC PVT LIMITED,4242808,-
17226,HGIF-GEM DEBT TOTAL RETURN,3829129,-
17227,HGIF-GLOBAL EMERGING MARKETS BOND,3829126,-
17228,HGIF-GLOBAL EMERGING MARKETS CORPORATE DEBT,3829134,-
17229,HGIF-GLOBAL EMERGING MARKETS INVESTMENT GRADE BOND,3829132,-
17230,HGIF-GLOBAL EMERGING MARKETS LOCAL DEBT,4124750,-
17231,HH COLD ROLLING & TUBE MILLS (PRIVATE) LIMITED,4139262,-
17232,HH FASHIONS (PRIVATE) LIMITED,3413712,-
17233,HH PAPER & BOARD MILLS (PVT) LIMITED,4395989,-
17234,HHF CONSTRUCTION (PRIVATE) LIMITED,8939242,-
17235,HHH INTERNATIONAL (PVT.) LIMITED,7149676,-
17236,HI ENGINEERING COMBINE (PRIVATE) LIMITED,656938,-
17237,HI FLOW PUMP INDUSTRIES (PRIVATE) LIMITED,3092352,"1 68,313"
17238,HI IQ STUDIO PRIVATE LIMITED,4354336,-
17239,HI POWER WIRELESS INTERNET SERVICES (PVT.) LIMITED,7364292,-
17240,HI SOOPER GAS (SMC-PVT.) LIMITED,2556879,"2,419,063"
17241,HI TEC ENERGY (PRIVATE) LIMITED,3222650,-
17242,HI TECH EDIBLE OIL MILLS (PRIVATE) LIMITED,2459120,"124,137,395"
17243,HI TECH FARMS (PRIVATE) LIMITED,2316726,-
17244,HI TECH GP POULTRY PVT. LTD.,4020198,-
17245,HI TECH GRAIN MILLS (PVT.) LIMITED,7271214,-
17246,HI TECH LABOUR CONTRACTOR (PRIVATE) LIMITED,4304507,"13,312,264"
17247,HI TECH MODERN SECURITY SERVICES (PRIVATE) LIMITED,3332722,"1 95,097"
17248,HI TECH POLYMERS (PRIVATE)LIMITED,4267255,-
17249,HI TEK MANUFACTURING (PRIVATE)LIMITED,3029153,"2,969,005"
17250,HI WINGS TRAVEL AND TOUR OPERATOR (PRIVATE) LIMITED,2860778,"7 59,405"
17251,HIA GLOBAL (PVT.) LIMITED,7241187,-
17252,HIBA LIFE (PRIVATE) LIMITED,7886328,"810,933"
17253,HIBA SEED CORPORATION (PRIVATE) LIMITED,8921519,-
17254,HIBA TOUR & TRAVEL (PRIVATE) LIMITED,3106062,-
17255,HIBA WEAVING MILLS (PRIVATE) LIMITED,2485264,"9 76,446"
17256,HI-CARE EXPORTS (PRIVATE) LIMITED,1066455,-
17257,HI-CHEM (PRIVATE) LIMITED,4303438,-
17258,HICO INTERNATIONAL (PVT.) LIMITED,679395,"6,606,075"
17259,HICO SURGICAL (PRIVATE) LIMITED,1422161,"6,893,943"
17260,HICOM ENGINEERING (PVT.) LIMITED,7367889,"1 36,430"
17261,HICON TECH (PRIVATE) LIMITED,4120637,-
17262,HIDAYA ISLAMIC BUSINESS SUPPORT SERVICES (PRIVATE) LIMITED,4267530,-
17263,HIDAYA TRUST,1770033,-
17264,HIDAYAT JUMANI WELFARE TRUST,4030385,-
17265,HIDRA (PRIVATE) LIMITED,984557,-
17266,HIEFTAN (PRIVATE) LIMITED,1276233,"28,625"
17267,HIEH SOLUTIONS (PRIVATE) LIMITED,7542786,-
17268,HIENERGY SERVICES PAKISTAN (PRIVATE) LIMITED,4371480,"1 55,645"
17269,HIFAZAT SECURITY AGENCY (PVT.) LIMITED,1549901,"1,971,163"
17270,HI-FLOW SEEDS COMPANY (PRIVATE) LIMITED,7872247,-
17271,HIFOOD (PVT.) LIMITED,7461577,-
17272,HIFZ PHARMA (PRIVATE)LIMITED,4284497,-
17273,HIGH FLYING SOLAR DEVELOPMENT PAKISTAN LIMITED,4380203,-
17274,HIGH KOH TECH (PVT.) LIMITED,7502960,"4 30,773"
17275,"HIGH LAND INVESTMENT FUND, LLC",6325426,"93,475"
17276,HIGH LAND SECURITIES PRIVATE LIMITED,4377811,"4 42,564"
17277,HIGH LINE CHINA CORPORATION (PRIVATE) LIMITED,2893284,-
17278,HIGH PACK (PRIVATE)LIMITED,4130706,"4,372,510"
17279,HIGH POINT FIBER (PRIVATE) LIMITED,3752469,-
17280,HIGH QUALITY SERVICES (PVT.) LIMITED,4319078,"65,480"
17281,HIGH RANK TECHNOLOGIES PRIVATE LIMITED,4395979,-
17282,HIGH SKY (PRIVATE) LIMITED,3336805,-
17283,HIGH WAVES (PVT) LTD,1688597,-
17284,HIGHER SKILLS (PVT.) LIMITED,7251125,-
17285,HIGHLAND CITY (PRIVATE) LIMITED,5097456,-
17286,HIGHLAND COLLECTIVE INVESTMENT TRUST,6299432,"48,008"
17287,HIGHLAND COUNTRY CLUB (PRIVATE) LIMITED,4014516,"3 20,221"
17288,HIGHLAND EXPLORER (PVT.) LIMITED,8920674,-
17289,HIGHLAND MANUFACTURERS PAKISTAN (PRIVATE)LIMITED,3914867,-
17290,HIGHLAND NATURAL WATER (PVT) LTD,2973517,-
17291,HIGHLAND PHARMA MARKETING EMPLOYEES PROVIDENT FUND TRUST,8917123,-
17292,HIGHLAND PHARMA MARKETING PVT LTD,4303175,"11,388,754"
17293,HIGHLAND TOURS AND TRAVELS (PRIVATE) LIMITED,1019375,"24,383"
17294,HIGHLIGHT SEED CORPORATION (PRIVATE) LIMITED,7981980,-
17295,HIGHLINE SERVICES (PRIVATE) LIMITED,3270646,"3 47,798"
17296,HIGHMARK TRADING (PVT.) LIMITED,7620614,"12,766"
17297,HIGHNOON LABORATORIES LIMITED,1419491,"298,491,773"
17298,HIGHNOON LABORATORIES LIMITED STAFF PROVIDENT FUND,4175593,-
17299,HIGHNOON TEXTILES LIMITED,801426,"1,602,831"
17300,HIGHPOINT VENTURES (PRIVATE) LIMITED,4187090,"4,091,185"
17301,HIGH-Q PHARMACEUTICALS (PRIVATE) LIMITED,8910842,"1,485,603"
17302,HIGHRISE (PVT) LIMITED,2130725,"75,015,576"
17303,HIGHRISE ENTERPRISES (PRIVATE) LIMITED,8905105,-
17304,HIGHSEAS SHIPPING (PVT) LTD.,2914988,"17,239"
17305,HIGHT BUILDERS (PRIVATE) LIMITED,7934322,-
17306,HIGH-TECH INDUSTRIES (PRIVATE) LIMITED,656869,-
17307,HIGHTEL (PRIVATE) LIMITED,7480337,"10,972"
17308,HIGHTS SECURITY SERVICES (PRIVATE) LIMITED,4023109,-
17309,HIGHWAY COMMUNICATION (PVT.) LIMITED,4192444,-
17310,HIGHWAY FUELS (PVT.) LIMITED,1550714,"5 51,564"
17311,HIGHWAYS CREATION (PRIVATE) LIMITED,991897,"4,184,693"
17312,HIJAZ ASSOCIATES (PRIVATE) LIMITED,2244233,"5 00,284"
17313,HIJAZ LIL HAJJ WAL UMRA (PRIVATE) LIMITED,2643668,"6 06,475"
17314,HIJAZ SOCIAL WELFARE SOCIETY,786793,-
17315,HIJAZ SOCIAL WELFARE SOCIETY (PROVIDENT FUND),7247935,-
17316,HIJRA SERVICES (PRIVATE) LIMITED,2639925,-
17317,HIJRAT-UL-HARAM TRAVEL & TOURS (PVT.) LIMITED,3001897,"9,325"
17318,HIJR-E-ISMAIL HAJJ & UMRAH SERVICES (PVT.) LIMITED,5300074,-
17319,HIJVERI TEXTILE MILLS LIMITED,3058301,"4,001,537"
17320,HI-KEY INTERNATIONAL (PVT.) LIMITED,8977743,-
17321,HIKMAH CONSULTING (PRIVATE) LIMITED,3986023,-
17322,HIKMA-PAK PHARMACEUTICALS(PRIVATE) LIMITED,3816076,-
17323,HIKMATULLAH HAJJ SERVICES (PRIVATE) LIMITED,2658526,"4 20,000"
17324,HIKMEN (PRIVATE) LIMITED,1179316,"35,134"
17325,HIKSAL CONSUMER PRODUCTS (PRIVATE) LIMITED,7937708,-
17326,HILAL CARE (PVT.) LIMITED,7114377,"5,562,875"
17327,HILAL CORPORATION (PRIVATE) LIMITED,676733,"3 01,422"
17328,HILAL DYES (PRIVATE) LIMITED,2303271,"20,781,963"
17329,HILAL EDIBLE OILS LIMITED,133337,-
17330,HILAL ENGINEERING (PRIVATE) LIMITED,945358,-
17331,HILAL ENTERPRISES (PRIVATE) LIMITED,133336,"1 28,420"
17332,HILAL FABRICS (PRIVATE) LIMITED,1548302,"7 33,962"
17333,HILAL FASHION GARMENTS (PRIVATE) LIMITED,1548301,-
17334,HILAL FOODS (PRIVATE) LIMITED,231228,"111,371,466"
17335,HILAL GROUP EMPLOYEES PROVIDENT FUND,7192616,-
17336,HILAL MEAT PROCESSING (PRIVATE) LIMITED,3704913,"1,326,481"
17337,HILAL NUTRITION PVT LTD,4385301,-
17338,HILAL PUBLICATION (PRIVATE) LIMITED,984615,"3 22,829"
17339,HILAL TECHNOLOGY (PRIVATE) LIMITED,8934608,-
17340,HILAL TEXTILE CORPORATION (PRIVATE) LIMITED,1937917,"7,376,266"
17341,HILAL TEXTILE MILLS (PRIVATE) LIMITED,804291,"7 06,354"
17342,HILAL-E-ARAB TRAVELS & TOURS (PRIVATE) LIMITED,4357200,-
17343,HILBRO (PRIVATE) LIMITED,388093,"2,359,032"
17344,HILBRO INSTRUMENTS (PRIVATE) LIMITED,679424,"2,322,144"
17345,HILBRO INTERNATIONAL (PRIVATE) LIMITED,688316,"3,386,654"
17346,HILINE INTERNATIONAL (PRIVATE) LIMITED,3682714,"1,290,607"
17347,HI-LINK TRAVELS (PRIVATE) LIMITED,3803342,-
17348,HI-LIT ELECTRONICS (PRIVATE) LIMITED,1327588,"3 61,961"
17349,HILL INTERNATIONAL CONSTRUCTION CONSULTANCY PAKISTAN (PRIVATE) LIMITED,8890430,"8,451,268"
17350,HILL PARK GENERAL HOSPITAL & TRAUMA CENTRE (PRIVATE) LIMITED,1409977,"3,815,497"
17351,HILL STAR TRADER (PRIVATE) LIMITED,7977044,-
17352,HILL VIEW BUILDERS (PVT.) LIMITED,2491352,-
17353,HILLAT TEXTILE MILLS (PRIVATE) LIMITED,1433722,"1 01,945"
17354,HILLCREST SOLUTIONS (PRIVATE) LIMITED,3584627,"3,689,659"
17355,HILLSIDE METAL ( (PRIVATE)) LIMITED,2458088,-
17356,HILLTEX (PRIVATE) LIMITED,676822,-
17357,HILMED (PVT.) LIMITED,7148560,"86,753"
17358,HILONG OIL SERVICE & ENGINEERING PAKISTAN (PRIVATE) LIMITED,4126891,"89,990,799"
17359,HILONG OIL SERVICE LTD,7639715,-
17360,HILTON INDUSTRIES (PRIVATE)LIMITED,231230,"80,522"
17361,HILTON PHARMA (PRIVATE) LIMITED,710638,"549,693,276"
17362,HILTON PHARMA (PVT) LIMITED PROVIDENT FUND,7174621,-
17363,HILTOP PHARMACEUTICALS (PVT.) LIMITED,7209055,"5 26,364"
17364,HIMALAYA EXPORTS (PRIVATE) LIMITED,3340154,-
17365,HIMALAYA GAS COMPANY (PRIVATE) LIMITED,4052218,"5 38,102"
17366,HIMALAYA INTERNATIONAL (PRIVATE) LIMITED,679439,-
17367,HIMALAYA SELECT (SMC-PRIVATE) LIMITED,7426191,-
17368,HIMALAYA TRADING COMPANY (PRIVATE) LIMITED,679437,"3 83,233"
17369,HIMALAYA WATERS (PRIVATE) LIMITED,7959657,-
17370,HIMALAYAN GET-AWAY TRAVELS AND TOURISM (PRIVATE) LIMITED,2737413,-
17371,HIMALAYAN HOLIDAYS (PRIVATE) LIMITED,1151068,"22,506"
17372,HIMALAYAN WILDLIFE FOUNDATION,2738414,-
17373,HIMALAYAS INDUSTRIES (PVT) LTD,4405726,"10,384,808"
17374,HIMALIYA AGRI BUSINESS (PRIVATE) LIMITED,4395043,"3 13,346"
17375,HIMALIYA PACKAGES (PRIVATE) LIMITED,3060173,"1,298,847"
17376,HIMARK LABORATORIES (PVT.) LIMITED,7147387,-
17377,HI-MART CONSTRUCTION COMPANY (PRIVATE) LIMITED,3972746,-
17378,HI-MART TRADING (PRIVATE) LIMITED,3972802,-
17379,HI-MART TRANSPORT COMPANY (PRIVATE) LIMITED,3972875,-
17380,HIMAT CONSULTING (PRIVATE) LIMITED,8904447,-
17381,HI-MEDIC PHARMACEUTICAL (PRIVATE) LIMITED,2566282,"74,900"
17382,HIMMEL PHARMACEUTICALS (PVT.) LIMITED,7192749,"3,108,258"
17383,HIMONT LABORATORIES (PVT) LTD,1279163,"3,131,251"
17384,HIMONT NUTRITION (PRIVATE) LIMITED.,3788227,-
17385,HIMONT PHARMACEUTICALS ( PRIVATE ) LIMITED,1282310,"8,481,109"
17386,HIMONT PHARMACEUTICALS (PVT) LIMITED EMPLOYEES PROVIDENT FUND TRUST,7562224,"4 02,002"
17387,HINA HOUSING PROJECT (PVT) LTD,3045539,-
17388,HINA SANA TEXTILE MILLS (PRIVATE) LIMITED,1516236,"1,620,984"
17389,HINA SEED CORPORATION PRIVATE LIMITED,4340980,-
17390,HINDKO LANGUAGE AND CULTURAL SOCIETY,7884871,-
17391,HI-NESS ENTERPRISES (PRIVATE) LIMITED,2279012,-
17392,HINEX INDUSTRIES (PRIVATE) LIMITED,1019540,-
17393,HINGORA PAPER PRODUCT PRIVATE LIMITED,4375731,-
17394,HINO MOTORS LIMITED (JAPAN),3082596,"31,410,939"
17395,HINOPAK MOTORS LIMITED.,815070,"516,215,547"
17396,HINOVEX PHARMA (PVT.) LIMITED,7304445,-
17397,HINT LIFE SCIENCES (PVT.) LIMITED,7501307,"3 96,121"
17398,HINUCON (PRIVATE) LIMITED,3045446,"8,278"
17399,HIPRA PAKISTAN (PRIVATE) LIMITED,8928315,"2,519"
17400,HI-PRO FEEDS (PRIVATE) LIMITED,8905591,-
17401,HIQUEST ENTERPRISES (PRIVATE) LIMITED,7923577,-
17402,HIQUSYSTEMS (PRIVATE) LIMITED,1734110,-
17403,HIRA ASSOCIATES (PRIVATE) LIMITED,2865171,"4 96,097"
17404,HIRA EDUCATIONAL SYSTEM (PVT.) LIMITED,7393740,"3 56,044"
17405,HIRA ENTERPRISES (PVT.) LIMITED,7170349,-
17406,HIRA FABRICS (PRIVATE)LIMITED,2595802,"1,099,161"
17407,HIRA GENERAL HOSPITAL (PRIVATE) LIMITED,2280398,"65,180"
17408,HIRA MEDICAL CENTRE (PRIVATE) LIMITED,495660,"4,114,294"
17409,HIRA NATIONAL EDUCATION FOUNDATION,3023705,-
17410,HIRA PLASTIC WORKS (PRIVATE) LIMITED,1822164,"1,822,586"
17411,HIRA RICE MILLS (PVT.) LIMITED,7389497,"4 03,605"
17412,HIRA TERRY MILLS LIMITED,2489879,-
17413,HIRA TERRY MILLS LIMITED STAFF PROVIDENT FUND TRUST,4183795,-
17414,HIRA TEXTILE MILLS LIMITED,816005,"15,563,960"
17415,HIRA TEXTILE MILLS LIMITED STAFF PROVIDENT FUND TRUST,4183798,-
17416,HIRA WORKS (PRIVATE) LIMITED,1938849,-
17417,HIRANIS PHARMACEUTICALS (PRIVATE) LIMITED,3110658,"5,959,611"
17418,HIRJINA SALT & CHEMICALS (PAK) LIMITED,3190782,"45,056"
17419,HISAAR FOUNDATION,1543134,-
17420,HISAR SECURITY SERVICES (PRIVATE) LIMITED,3416166,"1 16,031"
17421,HISBIZ PRIVATE LIMITED,4135228,-
17422,HISCO BUSINESS SYNDICATE (PRIVATE) LIMITED,7535039,-
17423,HISEL POWER PAKISTAN (PRIVATE) LIMITED,4016446,"2,082,797"
17424,HISPAR NETWORKS (PRIVATE) LIMITED,7542811,"2 71,632"
17425,HISSMAN INTERNATIONAL (PRIVATE) LIMITED,7871853,-
17426,HISTONE PAKISTAN (PVT.) LIMITED,7323728,"8 61,033"
17427,HISTONE SOLUTIONS (PRIVATE) LIMITED,7413659,-
17428,HISTORY PROJECT (PVT.) LIMITED,7370434,"238,365"
17429,HISUN (PVT.) LIMITED,7190560,-
17430,HIT EDUCATION WELFARE TRUST,2269485,-
17431,HI-TECH ALLOY WHEELS LIMITED,7378657,"2 46,515"
17432,HI-TECH BLENDING (PVT) LTD EMPLOYEES PROVIDENT FUND TRUST,8972291,-
17433,HITECH BLENDING PRIVATE LIMITED,4247720,-
17434,HI-TECH CONSULTANTS (PRIVATE) LIMITED,3242627,-
17435,HI-TECH ELECTRO MECHANICAL (PRIVATE) LIMITED,3353089,-
17436,HI-TECH EMBROIDERY PVT. LTD.,3034793,-
17437,HITECH ENGINEERING SOLUTIONS (PRIVATE) LIMITED,1888878,-
17438,HITECH ENTERPRISES (PRIVATE) LIMITED,4109452,"41,462"
17439,HI-TECH EQUIPMENT (PRIVATE) LIMITED,984522,"32,572"
17440,HI-TECH FEEDS (PRIVATE) LIMITED,786096,-
17441,HITECH HRMS (PRIVATE) LIMITED,7924654,"7,624"
17442,HI-TECH INNOVATIVE SOLUTIONS (SMC-PRIVATE) LIMITED,7549719,"16,744"
17443,HI-TECH LUBRICANTS LIMITED,1017895,"283,438,333"
17444,HI-TECH LUBRICANTS LIMITED EMPLOYEES PROVIDENT FUND TRUST,8972416,-
17445,HITECH NETWORKS (PRIVATE) LIMITED,3705519,"90,871,382"
17446,HITECH OIL AND GHEE MILLS PRIVATE LIMITED,4351906,"2,203,162"
17447,HI-TECH PHARMACEUTICALS (PRIVATE) LIMITED,2316733,-
17448,HI-TECH PIPE AND ENGINEERING INDUSTRIES (PRIVATE) LIMITED,2207858,"40,234,247"
17449,HI-TECH PLASTICS (PRIVATE) LIMITED,657521,"1,136,388"
17450,HI-TECH POULTRY BREEDERS (PVT)LIMITED,786337,"4,022,357"
17451,HI-TECH RICE MILLS (PRIVATE) LIMITED,2582436,"4 99,900"
17452,HI-TECH SHIPPING ( PRIVATE) LIMITED,3081480,"17,922"
17453,HI-TECH SPINNING MILLS(PRIVATE) LIMITED,224392,-
17454,HITECH TECHNOLOGICAL CONCERN (PVT.) LIMITED,7171494,-
17455,HI-TEK LPG (PVT.) LTD.,4163649,-
17456,HITRADE INDUSTRIES (PRIVATE) LIMITED,3275040,-
17457,HITS MARKETING (PRIVATE) LIMITED,7554864,"2 11,789"
17458,HIVE INTERNATIONAL (PRIVATE) LIMITED,1458775,"5 62,397"
17459,HIVE WORX (PRIVATE) LIMITED,4401111,-
17460,HI-WARBLE PHARMACEUTICAL (PRIVATE) LIMITED,1761158,"5,792,052"
17461,HI-WAVES COMMUNICATIONS (PRIVATE) LIMITED,2142488,"41,359"
17462,HK CONSORTIUM (PVT.) LIMITED,7367674,"96,977"
17463,HK DATACOM SYSTEM INTERNATIONAL (PRIVATE) LIMITED,3913283,-
17464,HKC LIMITED,2504261,-
17465,HKG CONSTRUCTION (PRIVATE) LIMITED,7531815,"683,553"
17466,HL FUNDS INC INSTITUTIONAL EMERGING MARKETS PORTFOLIO,4333853,-
17467,HL MEDIA CORPORATION (PVT.) LIMITED,7198891,"8 15,900"
17468,HL PAKISTAN (PVT.) LIMITED,7253503,-
17469,HL TECH (PRIVATE) LIMITED,7567625,-
17470,HLB CONSULTING (PAKISTAN) (PRIVATE) LIMITED,2468899,"35,244"
17471,HLS WORLDWIDE PVT. LTD.,2709768,"7 47,991"
17472,HM ELEC & MECH SERVICES (PRIVATE) LIMITED,7919899,-
17473,HM ENTERPRISES (PVT) LIMITED,4350195,"4 00,612"
17474,HM EXTRACTION GHEE & OIL INDUSTRIES (PVT.) LIMITED,4161756,-
17475,HM HOLDING (PRIVATE) LIMITED,4315216,"1,005,454"
17476,HM INDUSTRIAL SOLUTIONS & SERVICES (SMC-PRIVATE) LIMITED,7941716,-
17477,HM SOLAR ENERGY (PVT.) LIMITED,7162037,-
17478,HMA BUILDING MAINTENANCE COMPANY (PRIVATE) LIMITED,2473321,"3 95,365"
17479,HMA PUMPS (PRIVATE) LIMITED,1905655,"8,790,283"
17480,HMA STAINLESS STEEL PUMP MANUFACTURERS (PRIVATE) LIMITED,2887155,-
17481,HMA TRADING (PRIVATE) LIMITED,2844015,"7 64,985"
17482,HMAZAHRI BROTHERS (PRIVATE) LIMITED,3357825,-
17483,HMC STOCKS SMC PRIVATE LIMITED,4126137,"5 52,805"
17484,HMD TRADERS (SMC-PRIVATE) LIMITED,8917915,-
17485,HMDC (PVT.) LIMITED,7199603,-
17486,HMFR PROPERTY HOLDINGS (PVT.) LIMITED,7106916,-
17487,HMH INTERNATIONAL (PRIVATE) LIMITED,7928829,-
17488,HMI ENERGY (PRIVATE) LIMITED,984596,"24,450"
17489,HMIS360 (PRIVATE) LIMITED,7590795,"61,221"
17490,HMK COMMUNICATIONS (PRIVATE) LIMITED,7478794,-
17491,HMS & S HAJ SERVICES (PRIVATE) LIMITED,2900181,-
17492,HMS INTERNATIONAL (PRIVATE) LIMITED,3832043,"10,193"
17493,HMW CONSTRUCTION (PRIVATE) LIMITED,4037408,"7 49,639"
17494,HN BROTHERS (PRIVATE) LIMITED,4139731,-
17495,HN COMMUNICATION (PRIVATE)LIMITED,4104525,"18,750"
17496,HN PRIME IMPEX (PRIVATE) LIMITED,7980046,-
17497,HN TEXTILES PRIVATE LIMITED,4353367,"2 72,963"
17498,HNB SONS (PRIVATE) LIMITED,7130760,"9,617,199"
17499,HNDS ENERGY (PVT.) LIMITED,7356445,-
17500,HNR COMPANY (PRIVATE) LIMITED,1263333,"394,702,575"
17501,HNZ ASSOCIATES (PVT.) LIMITED,7361615,-
17502,HOAM FACILITY MANAGEMENT (PRIVATE) LIMITED,7460330,"3 07,758"
17503,HOBOE TECH (PRIVATE) LIMITED,4103700,"3,367,244"
17504,HOBSON & SONS (PRIVATE) LIMITED,1221304,-
17505,HOCH GAS PRIVATE LIMITED,4363676,-
17506,HOF PVT LIMITED,4373419,"7 27,679"
17507,HOFFMANN HUMAN HEALTH PAKISTAN LTD.,2398389,"13,582,951"
17508,HOGAR PAINTS PAKISTAN (PVT) LTD,3008116,-
17509,HOKMA COMMUNICATIONS SMC PVT LTD,4383906,-
17510,HOLA (SMC-PRIVATE) LIMITED,7935442,-
17511,HOLAX PHARMA (PRIVATE) LIMITED,4285073,-
17512,HOLD HOPES HIGH FOUNDATION,3288883,-
17513,HOLISTIC HEALTHCARE (PVT.) LIMITED,7109330,"28,285"
17514,HOLISTIC SOLUTIONS (PRIVATE) LIMITED,4392020,"27,178"
17515,HOLOGRAM CONSULTANTS (PVT.) LIMITED,7277844,"28,521"
17516,HOLY CITY PENTECOSTAL CHURCH MINISTRIES,7508115,-
17517,HOLY FAMILY HOSPITAL EMPLOYEES GRATUITY FUND,5269806,-
17518,HOLY FAMILY HOSPITAL RAWALPINDI,9021037,-
17519,HOLY TRIPS & YOURS (PRIVATE) LIMITED,3236413,"1,375"
17520,HOM QUALITY FOODS (PRIVATE) LIMITED,3149187,"1,994,122"
17521,HOMAGE EDUCATIONAL PUBLISHERS (PRIVATE) LIMITED,7620382,"50,884"
17522,HOME & HOTEL TEXTILES (PRIVATE) LIMITED,4362196,"3,757,813"
17523,HOME CATALOG SHOPPING (PRIVATE) LIMITED,7959058,"2 42,958"
17524,HOME DELIVERY SERVICES (PRIVATE) LIMITED,984607,"1,339,123"
17525,HOME FURNISHINGS LIMITED,4051628,"1,129,758"
17526,HOME GAS (PRIVATE) LIMITED,2250679,"1 11,198"
17527,HOME GUARD SECURITY SERVICES (PVT.) LIMITED,2236941,-
17528,HOME MEDICAL SUPPORT (PRIVATE) LIMITED,7923992,-
17529,HOME PLUS PRIVATE LIMITED,4341246,"10,271,248"
17530,HOME PRODUCTS INTERNATIONAL (PRIVATE) LIMITED,944702,"6,224,646"
17531,HOME SERVICES INTERNATIONAL (SMC-PRIVATE) LIMITED,5230131,"5 17,689"
